Name,ChW,TotCh,ChW%,SO,VFB,VAP,TotV,TCA,TC%,wTCR,VFT,JVF,TotJ,JV%,SurvSc,SurvAv,Days,Place,Non-VFB,InRCA,InRCW,InICA,InICW,InChA,InChW,Season,TRCA,TRCW,TICA,TICW,TChA,TChW,TChW%,Exile
Jolanda Jones,1,1.11,0.9,0,0,6,9,1,-0.67,0,0,0,7,0,0.23,1,3,18,1,0,0,0,0,0,0,10,0,0,1,0,1,0,0,0
Willard Smith,0.49,2.18,0.22,3,0,8,9,1,-0.89,0,0,0,7,0,-0.64,0.49,12,14,1,0,0,0,0,0,0,10,4,1,4,3,8,4,0.5,0
Aras Baskauskas,3.27,14.67,0.22,0,7,9,59,9,0.76,1.68,3,5,7,0.71,1.7,9.23,39,1,2,4,1,7,1,11,2,12,7,3,6,3,13,6,0.481,4
Danielle DiLorenzo,2.26,14.67,0.15,2,9,4,59,9,0.99,3.5,6,2,7,0.29,1.43,7.47,39,2,0,4.5,0,7,1,11.5,1,12,7,2,6,4,13,6,0.462,6
Terry Deitz,9.34,14.67,0.64,0,4,1,62,10,0.4,2.24,9,0,7,0,1.03,11.58,38,3,6,4.5,2.5,7,5,11.5,7.5,12,7,4,6,2,13,6,0.5,8
Cirie Fields,1.71,12.67,0.13,3,7,3,60,9,0.77,3.11,7,0,7,0,0.91,4.82,36,4,2,3,1,6,0,9,1,12,7,1,6,3,13,4,0.308,0
Shane Powers,1,10.67,0.09,1,4,9,52,7,0.55,1.23,4,0,7,0,0.64,2.23,33,5,3,2,0,5,0,7,0,12,7,2,6,3,13,5,0.423,0
Courtney Marit,1.31,8.67,0.15,3,5,4,47,6,0.82,2.92,4,0,7,0,0.97,4.23,30,6,1,1,0,4,0,5,0,12,7,3,6,3,13,6,0.462,0
Bruce Kanegai*,1.58,7.34,0.22,2,3,2,34,4,0.56,1.29,3,0,7,0,0.77,2.88,25,7,1,1,0,3,0,4,0,12,5,4,5,3,10,7,0.75,4
Sally Schumann,1.46,6.34,0.23,0,1,8,40,5,0.16,0.47,3,0,7,0,0.39,1.93,24,8,4,0,0,3,0,3,0,12,6,4,6,3,12,7,0.583,1
Austin Carty,1.19,5.09,0.23,0,3,7,36,5,0.56,1.53,3,0,7,0,0.8,2.72,21,9,2,0.5,0,2,0,2.5,0,12,5,2,6,2,11,4,0.386,2
Nick Stanbury,0.69,3.75,0.18,0,3,6,27,4,0.69,2.1,3,0,7,0,0.88,2.79,18,10,1,0,0,1,0,1,0,12,4,2,6,2,10,4,0.425,0
Dan Barry,0.75,2.75,0.27,0,1,3,17,3,0.27,1.33,2,0,7,0,0.55,2.09,15,11,2,0,0,0,0,0,0,12,4,2,6,2,10,4,0.45,0
BobDawg Mason,0.57,2.55,0.22,1,1,3,14,2,0.39,2,1,0,7,0,0.62,2.57,14,12,1,0,0,0,0,0,0,12,4,2,5,1,9,3,0.361,0
Ruth-Marie Milliman,0.68,2.15,0.31,0,2,6,17,3,0.55,1.87,1,0,7,0,0.86,2.55,11,13,1,0.5,0,0,0,0.5,0,12,3,2,4,1,7,3,0.429,0
Misty Giles,0.68,1.82,0.37,0,0,5,7,1,-0.71,0,0,0,7,0,-0.34,0.68,8,14,1,0,0,0,0,0,0,12,2,2,3,2,5,4,0.8,2
Melinda Hyder,0,1.54,0,0,1,5,11,2,0.27,1.56,1,0,7,0,0.27,1.56,6,15,1,0,0,0,0,0,0,12,1,0,2,0,3,0,0,0
Tina Scheer,0,1.25,0,0,0,3,4,1,-0.75,0,,0,7,0,-0.75,0,3,16,1,0,0,0,0,0,0,12,0,0,1,0,1,0,0,0
Yul Kwon,2.42,10.57,0.23,0,9,5,62,9,0.99,3.11,6,5,9,0.56,1.78,8.86,39,1,0,2,0,6,0,8,0,13,6,5,8,6,14,11,0.785714286,1
Ozzy Lusth,7.82,10.57,0.74,0,8,1,67,10,0.8,4.48,9,4,9,0.44,1.98,14.96,39,2,2,2,1,6,5,8,6,13,6,5,8,4,14,9,0.678571429,0
Becky Lee,2.17,10.57,0.21,0,9,5,62,9,0.99,3.11,7,0,9,0,1.2,5.28,39,3,0,2,0,6,0,8,0,13,6,5,8,6,14,11,0.785714286,0
Sundra Oakley,1.58,10.57,0.15,1,8,6,67,10,0.79,2.24,7,0,9,0,0.94,3.82,38,4,2,2,0,6,0,8,0,13,6,4,8,4,14,8,0.589285714,0
Adam Gentry,1.45,9.57,0.15,3,7,5,79,11,0.63,1.98,9,0,9,0,0.78,3.43,37,5,4,2,0,5,1,7,1,13,6,1,8,2,14,3,0.232142857,5
Parvati Shallow,2.2,8.57,0.26,2,7,4,74,10,0.69,2.45,9,0,9,0,0.95,4.65,36,6,3,2,1,4,0,6,1,13,6,1,8,3,14,4,0.303571429,0
Jonathan Penner,1.02,6.57,0.15,2,8,15,68,9,0.86,1.31,2,0,9,0,1.02,2.33,33,7,1,1,0,3,0,4,0,13,6,3,8,3,14,6,0.446428571,5
Candice Woodcock,1.02,4.57,0.22,2,5,6,53,7,0.7,2,5,0,9,0,0.92,3.02,30,8,2,0,0,2,0,2,0,13,6,3,8,3,14,6,0.446428571,5
Nate Gonzalez,0.47,3.57,0.13,3,3,5,52,7,0.41,1.33,6,0,9,0,0.55,1.8,27,9,4,0,0,1,0,1,0,13,6,1,8,2,14,3,0.232142857,0
Jenny Guzon-Bae,0.6,2.57,0.23,3,5,6,44,6,0.81,2.33,4,0,9,0,1.05,2.94,24,10,1,0,0,0,0,0,0,13,6,1,8,4,14,5,0.357142857,0
Rebecca Borman,0.47,2.57,0.18,2,5,6,43,6,0.81,2.33,5,0,9,0,0.99,2.8,24,11,1,0,0,0,0,0,0,13,6,1,8,2,14,3,0.232142857,0
Brad Virata,0.85,2.07,0.41,1,2,7,31,4,0.44,1.27,3,0,9,0,0.86,2.13,21,12,2,0,0,0,0,0,0,13,5,1,7,4,12,5,0.416666667,0
Flica Smith,0.82,1.57,0.52,1,1,6,23,3,0.25,0.93,2,0,9,0,0.77,1.75,18,13,2,0,0,0,0,0,0,13,4,2,6,3,10,5,0.525,0
Cristina Coria,0.34,1.2,0.28,1,3,5,28,4,0.71,2.33,2,0,9,0,0.98,2.67,15,14,1,0,0,0,0,0,0,13,3,1,5,1,8,2,0.3125,0
Cao Boi Bui,0.83,1.2,0.69,1,1,6,16,2,0.31,1.4,1,0,9,0,1,2.23,15,15,1,0,0,0,0,0,0,13,3,1,5,4,8,5,0.625,0
Stephannie Favor,0.3,1.06,0.28,1,2,9,22,3,0.53,1.44,1,0,9,0,0.81,1.73,14,16,1,0,0,0,0,0,0,13,2,1,5,1,7,2,0.321428571,0
J.P. Calderon,0.21,0.81,0.26,1,1,7,14,2,0.25,1.27,1,0,9,0,0.51,1.48,11,17,1,0,0,0,0,0,0,13,1,0,4,1,5,1,0.3,0
Cecilia Mansilla,0.1,0.56,0.18,0,1,5,13,2,0.31,1.56,1,0,9,0,0.49,1.66,8,18,1,0,0,0,0,0,0,13,0,0,3,0,3,0,0.166666667,0
Billy Garcia,0.1,0.45,0.22,0,0,4,5,1,-0.8,0,0,0,9,0,-0.58,0.1,6,19,1,0,0,0,0,0,0,13,0,0,2,0,2,0,0.25,0
Sekou Bunch,0,0.2,0,0,0,3,5,1,-0.6,0,0,0,9,0,-0.6,0,3,20,1,0,0,0,0,0,0,13,0,0,1,0,1,0,0,0
Earl Cole,1.18,10.73,0.11,0,8,1,59,9,0.89,4.98,7,9,9,1,2,12.16,39,1,1,2,0,6,0,8,0,14,7,2,9,4,16,6,0.375,4
Cassandra Franklin,2.62,10.71,0.24,2,5,5,43,7,0.7,2.22,4,0,9,0,0.94,4.84,39,2,2,2,1,6,0,8,1,14,7,3,9,8,16,11,0.6875,0
Dreamz Herd,2.7,10.71,0.25,0,9,2,65,11,0.82,3.82,8,0,9,0,1.07,6.51,39,2,2,2,0,6,1,8,1,14,7,5,9,5,16,10,0.625,0
Yau-Man Chan,4.57,11.73,0.39,1,8,5,67,10,0.79,2.49,5,0,9,0,1.18,7.06,38,4,2,3,1,6,2,9,3,14,7,1,9,4,16,5,0.3125,2
Boo Bernis,5.3,10.71,0.49,0,4,5,39,6,0.65,2.07,3,0,9,0,1.14,7.37,37,5,2,3,1,5,2,8,3,14,7,5,9,9,16,14,0.875,2
Stacy Kimball,3.35,9.71,0.34,0,4,4,39,6,0.65,2.33,3,0,9,0,0.99,5.68,36,6,2,3,0,4,1,7,1,14,7,6,9,8,16,14,0.875,0
Alex Angarita,1.45,7.38,0.2,0,6,9,54,8,0.73,1.62,5,0,9,0,0.93,3.06,33,7,2,2,0,3,0,5,0,14,6,5,9,5,15,10,0.666666667,0
Mookie Lee,0.17,5.39,0.03,0,5,6,71,10,0.49,1.4,7,0,9,0,0.52,1.57,30,8,5,1,0,2,0,3,0,14,6,1,9,0,15,1,0.066666667,2
Edgardo Rivera,1.4,4.13,0.34,0,4,5,34,5,0.77,2.49,4,0,9,0,1.11,3.89,27,9,1,1,0,1,0,2,0,14,5,4,9,6,14,10,0.714285714,0
Michelle Yi,0.73,2.14,0.34,0,3,3,37,5,0.58,2.4,4,0,9,0,0.93,3.13,24,10,2,0,0,0,0,0,0,14,5,1,9,3,14,4,0.285714286,0
Lisi Linares,0.93,1.76,0.53,2,2,7,19,3,0.54,1.7,0,0,9,0,1.03,2.63,21,11,1,0,0,0,0,0,0,14,5,3,7,4,12,7,0.583333333,3
Rocky Reid,0.17,1.54,0.11,0,3,5,44,6,0.48,1.56,4,0,9,0,0.59,1.72,19,12,3,0,0,0,0,0,0,14,4,1,7,0,11,1,0.090909091,0
Anthony Robinson,0,1.21,0,0,3,10,38,5,0.55,1.2,2,0,9,0,0.55,1.2,16,13,2,0,0,0,0,0,0,14,3,0,6,0,9,0,0,0
Rita Verreos,0,1.04,0,0,2,6,32,4,0.45,1.4,2,0,9,0,0.45,1.4,14,14,2,0,0,0,0,0,0,14,3,0,5,0,8,0,0,0
Liliana Gomez,0.74,0.74,1,0,0,6,8,1,-0.75,0,0,0,9,0,0.25,0.74,11,15,1,0,0,0,0,0,0,14,2,2,4,4,6,6,1,0
Gary Stritesky,0.46,0.74,0.62,1,0,0,0,0,-1,0,0,0,9,0,-0.38,0.46,10,16,1,0,0,0,0,0,0,14,2,1,3,3,5,4,0.8,0
Sylvia Kwan,0,0.47,0,0,1,6,16,2,0.31,1.4,0,0,9,0,0.31,1.4,8,17,1,0,0,0,0,0,0,14,1,0,2,0,3,0,0,4
Erica Durousseau,0,0.22,0,0,0,6,17,2,-0.18,0,1,0,9,0,-0.18,0,6,18,2,0,0,0,0,0,0,14,0,0,2,0,2,0,0,0
Jessica DeBen,0,0.11,0,0,0,6,9,1,-0.67,0,0,0,9,0,-0.67,0,3,19,1,0,0,0,0,0,0,14,0,0,1,0,1,0,0,0
Todd Herzog,1.33,13.3,0.1,3,9,5,64,9,0.99,3.11,5,4,7,0.57,1.66,7.86,39,1,0,4,0,7,0,11,0,15,6,3,6,4,12,7,0.583,0
Courtney Yates,1.68,13.3,0.13,5,7,0,64,9,0.78,5.44,9,2,7,0.29,1.19,8.84,39,2,2,4,0,7,1,11,1,15,6,2,6,2,12,4,0.333,0
Amanda Kimmel,4.27,13.3,0.32,2,9,0,64,9,1,7,9,1,7,0.14,1.46,12.13,39,3,0,4,1,7,2,11,3,15,6,4,6,3,12,7,0.583,0
Denise Martin,2.97,13.3,0.22,3,7,3,64,9,0.77,3.11,8,0,7,0,1,6.08,39,4,2,4,2,7,0,11,2,15,6,2,6,4,12,6,0.5,0
Peih-Gee Law,3.58,11.3,0.32,0,5,8,71,10,0.49,1.17,5,0,7,0,0.81,4.75,36,5,5,3,1,6,2,9,3,15,6,1,6,2,12,3,0.25,0
Erik Huffman,1.83,9.3,0.2,0,6,5,66,9,0.66,2.07,7,0,7,0,0.86,3.91,33,6,3,2,0,5,1,7,1,15,6,2,6,2,12,4,0.333,0
James Clement,1.27,7.3,0.17,0,4,9,47,6,0.63,1.44,3,0,7,0,0.81,2.7,30,7,2,1,0,4,0,5,0,15,6,3,6,4,12,7,0.583,0
Frosti Zernow,2.03,5.3,0.38,0,6,7,55,7,0.84,2.18,6,0,7,0,1.22,4.22,27,8,1,0,0,3,1,3,1,15,6,3,6,2,12,5,0.417,0
Jean-Robert Bellande,1.3,4.05,0.32,2,3,12,34,4,0.66,1.31,0,0,7,0,0.98,2.61,24,9,1,0,0,2,0,2,0,15,5,4,6,3,11,7,0.636,0
Jaime Dugan,0.58,2.8,0.21,1,4,7,36,5,0.76,2.04,4,0,7,0,0.97,2.62,21,10,1,0,0,1,0,1,0,15,4,1,6,2,10,3,0.3,0
Sherea Lloyd,0.78,1.8,0.43,1,3,6,28,4,0.7,2.1,2,0,7,0,1.13,2.88,18,11,1,0,0,0,0,0,0,15,4,2,6,2,10,4,0.4,0
Aaron Reisberger,0.77,1.3,0.59,0,1,3,13,2,0.38,2,1,0,7,0,0.97,2.77,15,12,1,0,0,0,0,0,0,15,3,2,5,3,8,5,0.625,0
Dave Cruser,0.33,1.1,0.3,0,1,6,21,3,0.24,0.93,1,0,7,0,0.54,1.27,12,13,2,0,0,0,0,0,0,15,3,1,4,1,7,2,0.286,0
Leslie Nease,0.27,0.77,0.35,2,0,6,8,1,-0.75,0,0,0,7,0,-0.4,0.27,9,14,1,0,0,0,0,0,0,15,2,1,3,1,5,2,0.4,0
Ashley Massaro,0,0.43,0,0,0,8,15,2,-0.27,0,0,0,7,0,-0.27,0,6,15,2,0,0,0,0,0,0,15,1,0,2,0,3,0,0,0
Chicken Morris,0,0.13,0,0,0,5,8,1,-0.63,0,0,0,7,0,-0.63,0,3,16,1,0,0,0,0,0,0,15,0,0,1,0,1,0,0,0
Bob Crowley,6.2,11.96,0.52,0,5,2,60,9,0.55,2.59,8,4,7,0.57,1.64,12.22,39,1,4,2,2,8,3,10,5,17,5,3,7,5,12,8,0.666666667,4
Susie Smith,3.1,11.96,0.26,1,9,7,68,10,0.89,2.29,7,3,7,0.43,1.58,7.97,39,2,1,2,0,8,2,10,2,17,5,4,7,3,12,7,0.583333333,2
Jessica 'Sugar' Kiper,0.69,11.81,0.06,1,10,0,66,10,1,7,10,0,7,0,1.06,7.69,39,3,0,2,0,8,0,10,0,17,5,1,6,3,11,4,0.363636364,11
Matty Whitmore,0.76,11.96,0.06,0,10,5,81,12,0.83,2.59,9,0,7,0,0.89,3.35,38,4,2,2,0,8,0,10,0,17,5,2,7,2,12,4,0.333333333,0
Ken Huang,1.14,10.96,0.1,1,9,7,82,12,0.74,1.91,9,0,7,0,0.85,3.05,37,5,3,2,0,7,1,9,1,17,5,0,7,1,12,1,0.083333333,0
Crystal Cox,0.31,9.96,0.03,0,10,11,77,11,0.9,1.7,7,0,7,0,0.93,2.01,36,6,1,2,0,6,0,8,0,17,5,1,7,1,12,2,0.166666667,0
Corinne Kaplan,1.03,7.96,0.13,4,2,4,40,5,0.38,1.4,4,0,7,0,0.51,2.43,33,7,3,1,0,5,0,6,0,17,5,1,7,6,12,7,0.583333333,0
Randy Bailey,1.72,5.96,0.29,0,2,5,41,5,0.38,1.24,4,0,7,0,0.66,2.97,30,8,3,0,0,4,0,4,0,17,5,5,7,5,12,10,0.833333333,0
Charlie Herschel,1.45,4.96,0.29,1,2,5,25,3,0.6,2.07,2,0,7,0,0.89,3.52,27,9,1,0,0,3,0,3,0,17,5,3,7,6,12,9,0.75,0
Marcus Lehman,3.2,3.71,0.86,0,1,3,21,3,0.29,1.33,2,0,7,0,1.15,4.53,24,10,2,0,0,2,2,2,2,17,4,3,7,5,11,8,0.727272727,0
Dan Kay,1.27,3.51,0.36,0,2,4,24,3,0.61,2.33,2,0,7,0,0.97,3.6,21,11,1,0,0,2,0,2,0,17,4,4,6,4,10,8,0.8,1
Ace Gordon,0.24,3.51,0.07,0,3,5,34,5,0.57,1.87,3,0,7,0,0.64,2.1,21,12,2,0,0,2,0,2,0,17,4,0,6,2,10,2,0.2,0
Kelly Czarnecki,0.24,2.31,0.1,1,2,8,29,4,0.43,1.17,1,0,7,0,0.53,1.4,18,13,2,0,0,1,0,1,0,17,3,0,6,2,9,2,0.222222222,0
Danny 'GC' Brown,1.31,1.97,0.66,0,3,6,31,4,0.7,2.1,3,0,7,0,1.36,3.41,15,14,1,0,0,1,1,1,1,17,2,1,5,1,7,2,0.285714286,0
Jacquie Berg,0.24,1.69,0.14,1,1,5,16,2,0.34,1.56,1,0,7,0,0.48,1.79,12,15,1,0,0,1,0,1,0,17,1,0,4,2,5,2,0.4,0
Paloma Soto-Castillo,0.11,1.55,0.07,2,0,7,9,1,-0.78,0,0,0,7,0,-0.71,0.11,9,16,1,0,0,1,0,1,0,17,1,0,3,1,4,1,0.25,0
Gillian Larson,0,1.24,0,0,1,8,17,2,0.26,1.17,0,0,7,0,0.26,1.17,6,17,1,0,0,1,0,1,0,17,0,0,2,0,2,0,0,0
Michelle Chase,0,1.11,0,0,0,8,9,1,-0.89,0,0,0,7,0,-0.89,0,3,18,1,0,0,1,0,1,0,17,0,0,1,0,1,0,0,0
JT Thomas,5.38,12.37,0.43,1,9,0,68,11,0.82,5.73,11,7,7,1,2.26,17.11,39,1,2,2,1,8,3,10,4,18,6,5,6,2,12,7,0.583333333,0
Stephen Fishbach,2.6,12.37,0.21,2,11,1,68,11,1,5.6,9,0,7,0,1.21,8.2,39,2,0,2,1,8,1,10,2,18,6,2,6,2,12,4,0.333333333,6
Tyson Apostol,3.11,5.37,0.58,0,2,5,32,4,0.46,1.56,3,0,7,0,1.04,4.66,27,8,2,0,0,3,2,3,2,18,6,2,6,4,12,6,0.5,0
Debbie Beebe,2.24,8.37,0.27,2,4,6,45,6,0.64,1.87,4,0,7,0,0.91,4.11,33,6,2,1,0,5,1,6,1,18,6,3,6,3,12,6,0.5,0
Brendan Synnott,1.19,4.12,0.29,0,2,4,24,3,0.61,2.33,2,0,7,0,0.9,3.53,24,9,1,0,0,2,0,2,0,18,5,2,6,4,11,6,0.545454546,5
Coach Wade,1.86,10.37,0.18,1,4,6,50,7,0.55,1.6,4,0,7,0,0.73,3.46,36,5,3,2,0,6,1,8,1,18,6,1,6,4,12,5,0.416666667,2
Sydney Wheeler,0.6,1.78,0.33,0,3,4,26,4,0.71,2.63,2,0,7,0,1.05,3.22,18,11,1,0,0,0,0,0,0,18,4,2,6,2,10,4,0.4,0
Erinn Lobdell,0.91,12.37,0.07,1,6,5,57,9,0.66,2.07,5,0,7,0,0.73,2.98,38,3,3,2,0,8,0,10,0,18,6,1,6,4,12,5,0.416666667,4
Spencer Duhm,0.6,1.38,0.43,1,2,5,21,3,0.59,2.07,2,0,7,0,1.02,2.67,15,12,1,0,0,0,0,0,0,18,3,2,5,2,8,4,0.5,0
Taj Johnson-George,0.8,11.37,0.07,1,7,7,65,10,0.69,1.78,6,0,7,0,0.77,2.58,37,4,3,2,0,7,0,9,0,18,6,3,6,2,12,5,0.416666667,7
Sierra Reed,0.86,7.37,0.12,1,3,11,39,5,0.54,1.12,1,0,7,0,0.66,1.98,30,7,2,1,0,4,0,5,0,18,6,1,6,4,12,5,0.416666667,2
Joe Dowdle*,0.8,2.78,0.29,0,3,11,36,5,0.54,1.12,3,0,7,0,0.82,1.92,21,10,2,0,0,1,0,1,0,18,4,3,6,2,10,5,0.5,2
Sandy Bergin,0.43,1.05,0.41,0,1,6,15,2,0.3,1.4,0,0,7,0,0.71,1.83,12,13,1,0,0,0,0,0,0,18,2,1,4,2,6,3,0.5,0
Jerry Sims,0.13,0.55,0.23,0,1,6,15,2,0.3,1.4,1,0,7,0,0.53,1.53,9,14,1,0,0,0,0,0,0,18,1,0,3,1,4,1,0.25,0
Candace Smith,0.13,0.27,0.47,0,0,7,8,1,-0.88,0,0,0,7,0,-0.41,0.13,6,15,1,0,0,0,0,0,0,18,0,0,2,1,2,1,0.5,0
Carolina Eastwood,0,0.13,0,0,0,7,8,1,-0.88,0,0,0,7,0,-0.88,0,3,16,1,0,0,0,0,0,0,18,0,0,1,0,1,0,0,0
Natalie White,0.37,11.61,0.03,2,14,5,108,14,1,3.11,13,7,9,0.78,1.81,8.14,39,1,0,0,0,9,0,9,0,19,5.5,1,6,1,11.5,2,0.173913044,0
Russell Hantz,1.95,11.61,0.17,1,14,2,108,14,1,4.67,12,2,9,0.22,1.39,7.83,39,2,0,0,0,9,1,9,1,19,6,2.5,6,1,12,3.5,0.291666667,0
Brett Clouser,3.99,11.61,0.34,4,6,3,82,10,0.6,2.4,9,0,9,0,0.94,6.39,38,4,4,0,0,9,3,9,3,19,5,3,6,3,11,6,0.545454546,0
Jaison Robinson,2.75,10.61,0.26,1,12,7,104,13,0.92,2.35,10,0,9,0,1.18,4.97,37,5,1,0,0,8,2,8,2,19,5.5,1.5,6,1,11.5,2.5,0.217391304,0
Laura Morett,2.96,5.28,0.56,5,2,5,43,4,0.47,1.56,3,0,9,0,1.03,4.51,27,10,2,0,0,3,2,3,2,19,4,2,6,4,10,6,0.6,0
Mick Trimming,1.17,11.61,0.1,1,13,4,108,14,0.93,3.25,10,0,9,0,1.03,4.42,39,3,1,0,0,9,1,9,1,19,5.5,0,6,1,11.5,1,0.086956522,0
Kelly Sharbaugh,0.96,4.08,0.24,4,2,4,33,3,0.63,2.33,2,0,9,0,0.86,3.29,24,11,1,0,0,2,0,2,0,19,3,1,6,5,9,6,0.666666667,0
John Fincher,1.96,6.28,0.31,3,2,7,52,5,0.37,1.02,4,0,9,0,0.69,2.98,30,9,3,0,0,4,1,4,1,19,4.5,2,6,4,10.5,6,0.571428571,0
Liz Kim,0.42,1.88,0.22,1,4,5,36,5,0.77,2.49,3,0,9,0,0.99,2.78,18,13,1,0,0,0,0,0,0,19,2.5,0.5,6,1,8.5,1.5,0.176470588,0
Dave Ball,1.49,7.28,0.21,4,3,8,60,6,0.48,1.17,4,0,9,0,0.68,2.66,31,8,3,0,0,5,0,5,0,19,4.5,3.5,6,4,10.5,7.5,0.714285714,0
Shambo Waters,1.46,9.61,0.15,4,3,6,73,8,0.36,1.05,6,0,9,0,0.52,2.51,36,6,5,0,0,7,0,7,0,19,6,3.5,6,3,12,6.5,0.541666667,0
Monica Padilla,1,8.28,0.12,4,4,7,67,7,0.56,1.45,5,0,9,0,0.68,2.45,33,7,3,0,0,6,0,6,0,19,4,3,6,3,10,6,0.6,0
Russell Swan*,1.06,1.48,0.72,2,1,0,10,1,0.26,1.08,1,0,9,0,0.98,2.14,15,14,1,0,0,0,0,0,0,19,1.5,1.5,5,4,6.5,5.5,0.846153846,0
Erik Cardona,0.96,2.88,0.33,2,1,10,22,2,0.27,1,1,0,9,0,0.61,1.96,21,12,1,0,0,1,0,1,0,19,2,2,6,4,8,6,0.75,0
Ashley Trainer,0.17,1.48,0.11,2,3,9,31,4,0.68,1.62,1,0,9,0,0.79,1.78,14,15,1,0,0,0,0,0,0,19,1,0,5,1,6,1,0.166666667,0
Ben Browning,0,0.64,0,1,2,7,25,3,0.57,1.7,1,0,9,0,0.57,1.7,8,17,1,0,0,0,0,0,0,19,0,0,3,0,3,0,0,0
Mike Borassi*,0,0.48,0,1,1,0,10,1,0.26,1.08,1,0,9,0,0.26,1.08,5,19,1,0,0,0,0,0,0,19,0,0,2,0,2,0,0,0
Yasmin Giles,0.23,1.14,0.2,2,0,8,10,1,-0.8,0,0,0,9,0,-0.6,0.23,11,16,1,0,0,0,0,0,0,19,0.5,0,4,2,4.5,2,0.444444444,0
Marisa Calihan,0.25,0.35,0.71,0,0,7,10,1,-0.7,0,0,0,9,0,0.01,0.13,3,20,1,0,0,0,0,0,0,19,0.5,0.5,1,0,1.5,0.5,0.333333333,0
Betsy Bolan,0,0.48,0,1,0,7,18,2,-0.19,0,1,0,9,0,-0.19,0,6,18,2,0,0,0,0,0,0,19,0,0,2,0,2,0,0,0
Fabio Birza,5.86,11.68,0.5,0,6,2,79,10,0.6,2.8,7,5,9,0.556,1.65,11.99,39,1,4,2,0,8,4,10,4,21,5,2,6,4,11,6,0.545454546,0
Chase Rice,3.24,11.68,0.28,1,10,1,79,10,1,5.6,7,4,9,0.444,1.72,11.51,39,2,0,2,2,8,0,10,2,21,5,4,6,4,11,8,0.727272727,0
Sash Lenahan,1.66,11.68,0.14,1,9,1,79,10,0.9,5.04,7,0,9,0,1.04,6.7,39,3,1,2,0,8,1,10,1,21,5,1,6,4,11,5,0.454545455,0
Holly Hoffman,1.82,12.18,0.15,0,10,4,96,12,0.83,2.92,8,0,9,0,0.98,4.74,38,4,2,2.5,0,8,1,10.5,1,21,5,3,6,2,11,5,0.454545455,0
Dan Lembo,0.77,10.68,0.07,2,8,9,92,11,0.72,1.57,6,0,9,0,0.79,2.34,37,5,3,2,0,7,0,9,0,21,5,3,6,2,11,5,0.454545455,0
Jane Bright,2.44,9.68,0.25,1,5,11,87,10,0.49,0.93,6,0,9,0,0.74,3.37,36,6,5,2,0,6,2,8,2,21,5,1,6,2,11,3,0.272727273,0
Benry Henry,1.24,7.68,0.16,0,5,5,65,7,0.7,2.22,4,0,9,0,0.87,3.47,32,7,2,1,0,5,0,6,0,21,5,4,6,4,11,8,0.727272727,0
Purple Kelly Shinn*,0.54,5.68,0.09,1,5,0,58,6,0.7,1.67,5,0,9,0,0.79,2.2,28,8,1,0,0,4,0,4,0,21,5,1,6,3,11,4,0.363636364,0
NaOnka Mixon*,1.24,5.68,0.22,1,6,3,58,6,0.83,1.5,3,0,9,0,1.05,2.74,28,9,0,0,0,4,0,4,0,21,5,4,6,4,11,8,0.727272727,0
Brenda Lowe,1.46,5.43,0.27,0,5,13,58,6,0.8,1.37,3,0,9,0,1.07,2.83,27,10,1,0,0,4,1,4,1,21,4,0,6,4,10,4,0.4,0
Marty Piombo,0.44,4.23,0.1,0,4,14,65,7,0.54,0.89,3,0,9,0,0.64,1.33,24,11,3,0,0,3,0,3,0,21,3,1,6,2,9,3,0.333333333,0
Alina Wilson,0.79,3.03,0.26,0,2,10,37,4,0.43,1,2,0,9,0,0.69,1.79,21,12,2,0,0,2,0,2,0,21,2,2,6,4,8,6,0.75,0
Jill Behm,1.74,2.53,0.69,0,3,3,42,5,0.59,2.4,3,0,9,0,1.27,4.14,18,13,2,0.5,0.5,1,1,1.5,1.5,21,2,0,6,2,8,2,0.25,0
Yve Rojas,0.24,1.7,0.14,0,4,7,42,5,0.77,2.04,3,0,9,0,0.91,2.27,15,14,1,0,0,1,0,1,0,21,1,1,5,1,6,2,0.333333333,0
Kelly Bruno,0.34,1.7,0.2,1,1,3,18,2,0.42,2,1,0,9,0,0.61,2.34,15,15,1,0,0,1,0,1,0,21,1,0,5,3,6,3,0.5,0
Tyrone Davis,0.24,0.7,0.34,0,3,6,35,4,0.71,2.1,3,0,9,0,1.05,2.34,14,16,1,0,0,0,0,0,0,21,1,1,5,1,6,2,0.333333333,0
Jimmy Tarantino,0.11,0.45,0.25,0,2,5,27,3,0.6,2.07,2,0,9,0,0.85,2.19,11,17,1,0,0,0,0,0,0,21,0,0,4,1,4,1,0.25,0
Jimmy Johnson,0.11,0.32,0.34,0,1,8,19,2,0.29,1.17,1,0,9,0,0.63,1.28,8,18,1,0,0,0,0,0,0,21,0,0,3,1,3,1,0.333333333,0
Shannon Elkins,0.1,0.21,0.47,0,0,7,10,1,-0.7,0,0,0,9,0,-0.23,0.1,6,19,1,0,0,0,0,0,0,21,0,0,2,1,2,1,0.5,0
Wendy Jo Elkhoff,0,0.1,0,0,0,9,10,1,-0.9,0,0,0,9,0,-0.9,0,3,20,1,0,0,0,0,0,0,21,0,0,1,0,1,0,0,0
Kim Spradlin,6.08,13.81,0.44,0,9,3,80,10,0.9,3.6,8,7,9,0.78,2.11,14.35,39,1,1,3,1,9,4,12,5,24,8,5,5,2,13,7,0.538461539,0
